,source,blood_cell
179,barcelone,basophil
180,barcelone,basophil
181,barcelone,basophil
182,barcelone,basophil
183,barcelone,basophil
184,barcelone,basophil
185,barcelone,basophil
186,barcelone,basophil
187,barcelone,basophil
188,barcelone,basophil
189,barcelone,basophil
190,barcelone,basophil
191,barcelone,basophil
192,barcelone,basophil
193,barcelone,basophil
194,barcelone,basophil
195,barcelone,basophil
196,barcelone,basophil
197,barcelone,basophil
198,barcelone,basophil
199,barcelone,basophil
200,barcelone,basophil
201,barcelone,basophil
202,barcelone,basophil
203,barcelone,basophil
204,barcelone,basophil
205,barcelone,basophil
206,barcelone,basophil
207,barcelone,basophil
208,barcelone,basophil
209,barcelone,basophil
210,barcelone,basophil
211,barcelone,basophil
212,barcelone,basophil
213,barcelone,basophil
214,barcelone,basophil
215,barcelone,basophil
216,barcelone,basophil
217,barcelone,basophil
218,barcelone,basophil
219,barcelone,basophil
220,barcelone,basophil
221,barcelone,basophil
222,barcelone,basophil
223,barcelone,basophil
224,barcelone,basophil
225,barcelone,basophil
226,barcelone,basophil
227,barcelone,basophil
228,barcelone,basophil
229,barcelone,basophil
230,barcelone,basophil
231,barcelone,basophil
232,barcelone,basophil
233,barcelone,basophil
234,barcelone,basophil
235,barcelone,basophil
236,barcelone,basophil
237,barcelone,basophil
238,barcelone,basophil
239,barcelone,basophil
240,barcelone,basophil
241,barcelone,basophil
242,barcelone,basophil
243,barcelone,basophil
244,barcelone,basophil
245,barcelone,basophil
246,barcelone,basophil
247,barcelone,basophil
248,barcelone,basophil
249,barcelone,basophil
250,barcelone,basophil
251,barcelone,basophil
252,barcelone,basophil
253,barcelone,basophil
254,barcelone,basophil
255,barcelone,basophil
256,barcelone,basophil
257,barcelone,basophil
258,barcelone,basophil
259,barcelone,basophil
260,barcelone,basophil
261,barcelone,basophil
262,barcelone,basophil
263,barcelone,basophil
264,barcelone,basophil
265,barcelone,basophil
266,barcelone,basophil
267,barcelone,basophil
268,barcelone,basophil
269,barcelone,basophil
270,barcelone,basophil
271,barcelone,basophil
272,barcelone,basophil
273,barcelone,basophil
274,barcelone,basophil
275,barcelone,basophil
276,barcelone,basophil
277,barcelone,basophil
278,barcelone,basophil
279,barcelone,basophil
280,barcelone,basophil
281,barcelone,basophil
282,barcelone,basophil
283,barcelone,basophil
284,barcelone,basophil
285,barcelone,basophil
286,barcelone,basophil
287,barcelone,basophil
288,barcelone,basophil
289,barcelone,basophil
290,barcelone,basophil
291,barcelone,basophil
292,barcelone,basophil
293,barcelone,basophil
294,barcelone,basophil
295,barcelone,basophil
296,barcelone,basophil
297,barcelone,basophil
298,barcelone,basophil
299,barcelone,basophil
300,barcelone,basophil
301,barcelone,basophil
302,barcelone,basophil
303,barcelone,basophil
304,barcelone,basophil
305,barcelone,basophil
306,barcelone,basophil
307,barcelone,basophil
308,barcelone,basophil
309,barcelone,basophil
310,barcelone,basophil
311,barcelone,basophil
312,barcelone,basophil
313,barcelone,basophil
314,barcelone,basophil
315,barcelone,basophil
316,barcelone,basophil
317,barcelone,basophil
318,barcelone,basophil
319,barcelone,basophil
320,barcelone,basophil
321,barcelone,basophil
322,barcelone,basophil
323,barcelone,basophil
324,barcelone,basophil
325,barcelone,basophil
326,barcelone,basophil
327,barcelone,basophil
328,barcelone,basophil
329,barcelone,basophil
330,barcelone,basophil
331,barcelone,basophil
332,barcelone,basophil
333,barcelone,basophil
334,barcelone,basophil
335,barcelone,basophil
336,barcelone,basophil
337,barcelone,basophil
338,barcelone,basophil
339,barcelone,basophil
340,barcelone,basophil
341,barcelone,basophil
342,barcelone,basophil
343,barcelone,basophil
344,barcelone,basophil
345,barcelone,basophil
346,barcelone,basophil
347,barcelone,basophil
348,barcelone,basophil
349,barcelone,basophil
350,barcelone,basophil
351,barcelone,basophil
352,barcelone,basophil
353,barcelone,basophil
354,barcelone,basophil
355,barcelone,basophil
356,barcelone,basophil
357,barcelone,basophil
358,barcelone,basophil
359,barcelone,basophil
360,barcelone,basophil
361,barcelone,basophil
362,barcelone,basophil
363,barcelone,basophil
364,barcelone,basophil
365,barcelone,basophil
366,barcelone,basophil
367,barcelone,basophil
368,barcelone,basophil
369,barcelone,basophil
370,barcelone,basophil
371,barcelone,basophil
372,barcelone,basophil
373,barcelone,basophil
374,barcelone,basophil
375,barcelone,basophil
376,barcelone,basophil
377,barcelone,basophil
378,barcelone,basophil
379,barcelone,basophil
380,barcelone,basophil
381,barcelone,basophil
382,barcelone,basophil
383,barcelone,basophil
384,barcelone,basophil
385,barcelone,basophil
386,barcelone,basophil
387,barcelone,basophil
388,barcelone,basophil
389,barcelone,basophil
390,barcelone,basophil
391,barcelone,basophil
392,barcelone,basophil
393,barcelone,basophil
394,barcelone,basophil
395,barcelone,basophil
396,barcelone,basophil
397,barcelone,basophil
398,barcelone,basophil
399,barcelone,basophil
400,barcelone,basophil
401,barcelone,basophil
402,barcelone,basophil
403,barcelone,basophil
404,barcelone,basophil
405,barcelone,basophil
406,barcelone,basophil
407,barcelone,basophil
408,barcelone,basophil
409,barcelone,basophil
410,barcelone,basophil
411,barcelone,basophil
412,barcelone,basophil
413,barcelone,basophil
414,barcelone,basophil
415,barcelone,basophil
416,barcelone,basophil
417,barcelone,basophil
418,barcelone,basophil
419,barcelone,basophil
420,barcelone,basophil
421,barcelone,basophil
422,barcelone,basophil
423,barcelone,basophil
424,barcelone,basophil
425,barcelone,basophil
426,barcelone,basophil
427,barcelone,basophil
428,barcelone,basophil
429,barcelone,basophil
430,barcelone,basophil
431,barcelone,basophil
432,barcelone,basophil
433,barcelone,basophil
434,barcelone,basophil
435,barcelone,basophil
436,barcelone,basophil
437,barcelone,basophil
438,barcelone,basophil
439,barcelone,basophil
440,barcelone,basophil
441,barcelone,basophil
442,barcelone,basophil
443,barcelone,basophil
444,barcelone,basophil
445,barcelone,basophil
446,barcelone,basophil
447,barcelone,basophil
448,barcelone,basophil
449,barcelone,basophil
450,barcelone,basophil
451,barcelone,basophil
452,barcelone,basophil
453,barcelone,basophil
454,barcelone,basophil
455,barcelone,basophil
456,barcelone,basophil
457,barcelone,basophil
458,barcelone,basophil
459,barcelone,basophil
460,barcelone,basophil
461,barcelone,basophil
462,barcelone,basophil
463,barcelone,basophil
464,barcelone,basophil
465,barcelone,basophil
466,barcelone,basophil
467,barcelone,basophil
468,barcelone,basophil
469,barcelone,basophil
470,barcelone,basophil
471,barcelone,basophil
472,barcelone,basophil
473,barcelone,basophil
474,barcelone,basophil
475,barcelone,basophil
476,barcelone,basophil
477,barcelone,basophil
478,barcelone,basophil
479,barcelone,basophil
480,barcelone,basophil
481,barcelone,basophil
482,barcelone,basophil
483,barcelone,basophil
484,barcelone,basophil
485,barcelone,basophil
486,barcelone,basophil
487,barcelone,basophil
488,barcelone,basophil
489,barcelone,basophil
490,barcelone,basophil
491,barcelone,basophil
492,barcelone,basophil
493,barcelone,basophil
494,barcelone,basophil
495,barcelone,basophil
496,barcelone,basophil
497,barcelone,basophil
498,barcelone,basophil
499,barcelone,basophil
500,barcelone,basophil
501,barcelone,basophil
502,barcelone,basophil
503,barcelone,basophil
504,barcelone,basophil
505,barcelone,basophil
506,barcelone,basophil
507,barcelone,basophil
508,barcelone,basophil
509,barcelone,eosinophil
510,barcelone,eosinophil
511,barcelone,eosinophil
512,barcelone,eosinophil
513,barcelone,eosinophil
514,barcelone,eosinophil
515,barcelone,eosinophil
516,barcelone,eosinophil
517,barcelone,eosinophil
518,barcelone,eosinophil
519,barcelone,eosinophil
520,barcelone,eosinophil
521,barcelone,eosinophil
522,barcelone,eosinophil
523,barcelone,eosinophil
524,barcelone,eosinophil
525,barcelone,eosinophil
526,barcelone,eosinophil
527,barcelone,eosinophil
528,barcelone,eosinophil
529,barcelone,eosinophil
530,barcelone,eosinophil
531,barcelone,eosinophil
532,barcelone,eosinophil
533,barcelone,eosinophil
534,barcelone,eosinophil
535,barcelone,eosinophil
536,barcelone,eosinophil
537,barcelone,eosinophil
538,barcelone,eosinophil
539,barcelone,eosinophil
540,barcelone,eosinophil
541,barcelone,eosinophil
542,barcelone,eosinophil
543,barcelone,eosinophil
544,barcelone,eosinophil
545,barcelone,eosinophil
546,barcelone,eosinophil
547,barcelone,eosinophil
548,barcelone,eosinophil
549,barcelone,eosinophil
550,barcelone,eosinophil
551,barcelone,eosinophil
552,barcelone,eosinophil
553,barcelone,eosinophil
554,barcelone,eosinophil
555,barcelone,eosinophil
556,barcelone,eosinophil
557,barcelone,eosinophil
558,barcelone,eosinophil
559,barcelone,eosinophil
560,barcelone,eosinophil
561,barcelone,eosinophil
562,barcelone,eosinophil
563,barcelone,eosinophil
564,barcelone,eosinophil
565,barcelone,eosinophil
566,barcelone,eosinophil
567,barcelone,eosinophil
568,barcelone,eosinophil
569,barcelone,eosinophil
570,barcelone,eosinophil
571,barcelone,eosinophil
572,barcelone,eosinophil
573,barcelone,eosinophil
574,barcelone,eosinophil
575,barcelone,eosinophil
576,barcelone,eosinophil
577,barcelone,eosinophil
578,barcelone,eosinophil
579,barcelone,eosinophil
580,barcelone,eosinophil
581,barcelone,eosinophil
582,barcelone,eosinophil
583,barcelone,eosinophil
584,barcelone,eosinophil
585,barcelone,eosinophil
586,barcelone,eosinophil
587,barcelone,eosinophil
588,barcelone,eosinophil
589,barcelone,eosinophil
590,barcelone,eosinophil
591,barcelone,eosinophil
592,barcelone,eosinophil
593,barcelone,eosinophil
594,barcelone,eosinophil
595,barcelone,eosinophil
596,barcelone,eosinophil
597,barcelone,eosinophil
598,barcelone,eosinophil
599,barcelone,eosinophil
600,barcelone,eosinophil
601,barcelone,eosinophil
602,barcelone,eosinophil
603,barcelone,eosinophil
604,barcelone,eosinophil
605,barcelone,eosinophil
606,barcelone,eosinophil
607,barcelone,eosinophil
608,barcelone,eosinophil
609,barcelone,eosinophil
610,barcelone,eosinophil
611,barcelone,eosinophil
612,barcelone,eosinophil
613,barcelone,eosinophil
614,barcelone,eosinophil
615,barcelone,eosinophil
616,barcelone,eosinophil
617,barcelone,eosinophil
618,barcelone,eosinophil
619,barcelone,eosinophil
620,barcelone,eosinophil
621,barcelone,eosinophil
622,barcelone,eosinophil
623,barcelone,eosinophil
624,barcelone,eosinophil
625,barcelone,eosinophil
626,barcelone,eosinophil
627,barcelone,eosinophil
628,barcelone,eosinophil
629,barcelone,eosinophil
630,barcelone,eosinophil
631,barcelone,eosinophil
632,barcelone,eosinophil
633,barcelone,eosinophil
634,barcelone,eosinophil
635,barcelone,eosinophil
636,barcelone,eosinophil
637,barcelone,eosinophil
638,barcelone,eosinophil
639,barcelone,eosinophil
640,barcelone,eosinophil
641,barcelone,eosinophil
642,barcelone,eosinophil
643,barcelone,eosinophil
644,barcelone,eosinophil
645,barcelone,eosinophil
646,barcelone,eosinophil
647,barcelone,eosinophil
648,barcelone,eosinophil
649,barcelone,eosinophil
650,barcelone,eosinophil
651,barcelone,eosinophil
652,barcelone,eosinophil
653,barcelone,eosinophil
654,barcelone,eosinophil
655,barcelone,eosinophil
656,barcelone,eosinophil
657,barcelone,eosinophil
658,barcelone,eosinophil
659,barcelone,eosinophil
660,barcelone,eosinophil
661,barcelone,eosinophil
662,barcelone,eosinophil
663,barcelone,eosinophil
664,barcelone,eosinophil
665,barcelone,eosinophil
666,barcelone,eosinophil
667,barcelone,eosinophil
668,barcelone,eosinophil
669,barcelone,eosinophil
670,barcelone,eosinophil
671,barcelone,eosinophil
672,barcelone,eosinophil
673,barcelone,eosinophil
674,barcelone,eosinophil
675,barcelone,eosinophil
676,barcelone,eosinophil
677,barcelone,eosinophil
678,barcelone,eosinophil
679,barcelone,eosinophil
680,barcelone,eosinophil
681,barcelone,eosinophil
682,barcelone,eosinophil
683,barcelone,eosinophil
684,barcelone,eosinophil
685,barcelone,eosinophil
686,barcelone,eosinophil
687,barcelone,eosinophil
688,barcelone,eosinophil
689,barcelone,eosinophil
690,barcelone,eosinophil
691,barcelone,eosinophil
692,barcelone,eosinophil
693,barcelone,eosinophil
694,barcelone,eosinophil
695,barcelone,eosinophil
696,barcelone,eosinophil
697,barcelone,eosinophil
698,barcelone,eosinophil
699,barcelone,eosinophil
700,barcelone,eosinophil
701,barcelone,eosinophil
702,barcelone,eosinophil
703,barcelone,eosinophil
704,barcelone,eosinophil
705,barcelone,eosinophil
706,barcelone,eosinophil
707,barcelone,eosinophil
708,barcelone,eosinophil
709,barcelone,eosinophil
710,barcelone,eosinophil
711,barcelone,eosinophil
712,barcelone,eosinophil
713,barcelone,eosinophil
714,barcelone,eosinophil
715,barcelone,eosinophil
716,barcelone,eosinophil
717,barcelone,eosinophil
718,barcelone,eosinophil
719,barcelone,eosinophil
720,barcelone,eosinophil
721,barcelone,eosinophil
722,barcelone,eosinophil
723,barcelone,eosinophil
724,barcelone,eosinophil
725,barcelone,eosinophil
726,barcelone,eosinophil
727,barcelone,eosinophil
728,barcelone,eosinophil
729,barcelone,eosinophil
730,barcelone,eosinophil
731,barcelone,eosinophil
732,barcelone,eosinophil
733,barcelone,eosinophil
734,barcelone,eosinophil
735,barcelone,eosinophil
736,barcelone,eosinophil
737,barcelone,eosinophil
738,barcelone,eosinophil
739,barcelone,eosinophil
740,barcelone,eosinophil
741,barcelone,eosinophil
742,barcelone,eosinophil
743,barcelone,eosinophil
744,barcelone,eosinophil
745,barcelone,eosinophil
746,barcelone,eosinophil
747,barcelone,eosinophil
748,barcelone,eosinophil
749,barcelone,eosinophil
750,barcelone,eosinophil
751,barcelone,eosinophil
752,barcelone,eosinophil
753,barcelone,eosinophil
754,barcelone,eosinophil
755,barcelone,eosinophil
756,barcelone,eosinophil
757,barcelone,eosinophil
758,barcelone,eosinophil
759,barcelone,eosinophil
760,barcelone,eosinophil
761,barcelone,eosinophil
762,barcelone,eosinophil
763,barcelone,eosinophil
764,barcelone,eosinophil
765,barcelone,eosinophil
766,barcelone,eosinophil
767,barcelone,eosinophil
768,barcelone,eosinophil
769,barcelone,eosinophil
770,barcelone,eosinophil
771,barcelone,eosinophil
772,barcelone,eosinophil
773,barcelone,eosinophil
774,barcelone,eosinophil
775,barcelone,eosinophil
776,barcelone,eosinophil
777,barcelone,eosinophil
778,barcelone,eosinophil
779,barcelone,eosinophil
780,barcelone,eosinophil
781,barcelone,eosinophil
782,barcelone,eosinophil
783,barcelone,eosinophil
784,barcelone,eosinophil
785,barcelone,eosinophil
786,barcelone,eosinophil
787,barcelone,eosinophil
788,barcelone,eosinophil
789,barcelone,eosinophil
790,barcelone,eosinophil
791,barcelone,eosinophil
792,barcelone,eosinophil
793,barcelone,eosinophil
794,barcelone,eosinophil
795,barcelone,eosinophil
796,barcelone,eosinophil
797,barcelone,eosinophil
798,barcelone,eosinophil
799,barcelone,eosinophil
800,barcelone,eosinophil
801,barcelone,eosinophil
802,barcelone,eosinophil
803,barcelone,eosinophil
804,barcelone,eosinophil
805,barcelone,eosinophil
806,barcelone,eosinophil
807,barcelone,eosinophil
808,barcelone,eosinophil
809,barcelone,eosinophil
810,barcelone,eosinophil
811,barcelone,eosinophil
812,barcelone,eosinophil
813,barcelone,eosinophil
814,barcelone,eosinophil
815,barcelone,eosinophil
816,barcelone,eosinophil
817,barcelone,eosinophil
818,barcelone,eosinophil
819,barcelone,eosinophil
820,barcelone,eosinophil
821,barcelone,eosinophil
822,barcelone,eosinophil
823,barcelone,eosinophil
824,barcelone,eosinophil
825,barcelone,eosinophil
826,barcelone,eosinophil
827,barcelone,eosinophil
828,barcelone,eosinophil
829,barcelone,eosinophil
830,barcelone,eosinophil
831,barcelone,eosinophil
832,barcelone,eosinophil
833,barcelone,eosinophil
834,barcelone,eosinophil
835,barcelone,eosinophil
836,barcelone,eosinophil
837,barcelone,eosinophil
838,barcelone,eosinophil
839,barcelone,eosinophil
840,barcelone,eosinophil
841,barcelone,eosinophil
842,barcelone,eosinophil
843,barcelone,eosinophil
844,barcelone,eosinophil
845,barcelone,eosinophil
846,barcelone,eosinophil
847,barcelone,eosinophil
848,barcelone,eosinophil
849,barcelone,eosinophil
850,barcelone,eosinophil
851,barcelone,eosinophil
852,barcelone,eosinophil
853,barcelone,eosinophil
854,barcelone,eosinophil
855,barcelone,eosinophil
856,barcelone,eosinophil
857,barcelone,eosinophil
858,barcelone,eosinophil
859,barcelone,eosinophil
860,barcelone,eosinophil
861,barcelone,eosinophil
862,barcelone,eosinophil
863,barcelone,eosinophil
864,barcelone,eosinophil
865,barcelone,eosinophil
866,barcelone,eosinophil
867,barcelone,eosinophil
868,barcelone,eosinophil
869,barcelone,eosinophil
870,barcelone,eosinophil
871,barcelone,eosinophil
872,barcelone,eosinophil
873,barcelone,eosinophil
874,barcelone,eosinophil
875,barcelone,eosinophil
876,barcelone,eosinophil
877,barcelone,eosinophil
878,barcelone,eosinophil
879,barcelone,eosinophil
880,barcelone,eosinophil
881,barcelone,eosinophil
882,barcelone,eosinophil
883,barcelone,eosinophil
884,barcelone,eosinophil
885,barcelone,eosinophil
886,barcelone,eosinophil
887,barcelone,eosinophil
888,barcelone,eosinophil
889,barcelone,eosinophil
890,barcelone,eosinophil
891,barcelone,eosinophil
892,barcelone,eosinophil
893,barcelone,eosinophil
894,barcelone,eosinophil
895,barcelone,eosinophil
896,barcelone,eosinophil
897,barcelone,eosinophil
898,barcelone,eosinophil
899,barcelone,eosinophil
900,barcelone,eosinophil
901,barcelone,eosinophil
902,barcelone,eosinophil
903,barcelone,eosinophil
904,barcelone,eosinophil
905,barcelone,eosinophil
906,barcelone,eosinophil
907,barcelone,eosinophil
908,barcelone,eosinophil
909,barcelone,eosinophil
910,barcelone,eosinophil
911,barcelone,eosinophil
912,barcelone,eosinophil
913,barcelone,eosinophil
914,barcelone,eosinophil
915,barcelone,eosinophil
916,barcelone,eosinophil
917,barcelone,eosinophil
918,barcelone,eosinophil
919,barcelone,eosinophil
920,barcelone,eosinophil
921,barcelone,eosinophil
922,barcelone,eosinophil
923,barcelone,eosinophil
924,barcelone,eosinophil
925,barcelone,eosinophil
926,barcelone,eosinophil
927,barcelone,eosinophil
928,barcelone,eosinophil
929,barcelone,eosinophil
930,barcelone,eosinophil
931,barcelone,eosinophil
932,barcelone,eosinophil
933,barcelone,eosinophil
934,barcelone,eosinophil
935,barcelone,eosinophil
936,barcelone,eosinophil
937,barcelone,eosinophil
938,barcelone,eosinophil
939,barcelone,eosinophil
940,barcelone,eosinophil
941,barcelone,eosinophil
942,barcelone,eosinophil
943,barcelone,eosinophil
944,barcelone,eosinophil
945,barcelone,eosinophil
946,barcelone,eosinophil
947,barcelone,eosinophil
948,barcelone,eosinophil
949,barcelone,eosinophil
950,barcelone,eosinophil
951,barcelone,eosinophil
952,barcelone,eosinophil
953,barcelone,eosinophil
954,barcelone,eosinophil
955,barcelone,eosinophil
956,barcelone,eosinophil
957,barcelone,eosinophil
958,barcelone,eosinophil
959,barcelone,eosinophil
960,barcelone,eosinophil
961,barcelone,eosinophil
962,barcelone,eosinophil
963,barcelone,eosinophil
964,barcelone,eosinophil
965,barcelone,eosinophil
966,barcelone,eosinophil
967,barcelone,eosinophil
968,barcelone,eosinophil
969,barcelone,eosinophil
970,barcelone,eosinophil
971,barcelone,eosinophil
972,barcelone,eosinophil
973,barcelone,eosinophil
974,barcelone,eosinophil
975,barcelone,eosinophil
976,barcelone,eosinophil
977,barcelone,eosinophil
978,barcelone,eosinophil
979,barcelone,eosinophil
980,barcelone,eosinophil
981,barcelone,eosinophil
982,barcelone,eosinophil
983,barcelone,eosinophil
984,barcelone,eosinophil
985,barcelone,eosinophil
986,barcelone,eosinophil
987,barcelone,eosinophil
988,barcelone,eosinophil
989,barcelone,eosinophil
990,barcelone,eosinophil
991,barcelone,eosinophil
992,barcelone,eosinophil
993,barcelone,eosinophil
994,barcelone,eosinophil
995,barcelone,eosinophil
996,barcelone,eosinophil
997,barcelone,eosinophil
998,barcelone,eosinophil
999,barcelone,eosinophil
1000,barcelone,eosinophil
1001,barcelone,eosinophil
1002,barcelone,eosinophil
1003,barcelone,eosinophil
1004,barcelone,eosinophil
1005,barcelone,eosinophil
1006,barcelone,eosinophil
1007,barcelone,eosinophil
1008,barcelone,eosinophil
1009,barcelone,eosinophil
1010,barcelone,eosinophil
1011,barcelone,eosinophil
1012,barcelone,eosinophil
1013,barcelone,eosinophil
1014,barcelone,eosinophil
1015,barcelone,eosinophil
1016,barcelone,eosinophil
1017,barcelone,eosinophil
1018,barcelone,eosinophil
1019,barcelone,eosinophil
1020,barcelone,eosinophil
1021,barcelone,eosinophil
1022,barcelone,eosinophil
1023,barcelone,eosinophil
1024,barcelone,eosinophil
1025,barcelone,eosinophil
1026,barcelone,eosinophil
1027,barcelone,eosinophil
1028,barcelone,eosinophil
1029,barcelone,eosinophil
1030,barcelone,eosinophil
1031,barcelone,eosinophil
1032,barcelone,eosinophil
1033,barcelone,eosinophil
1034,barcelone,eosinophil
1035,barcelone,eosinophil
1036,barcelone,eosinophil
1037,barcelone,eosinophil
1038,barcelone,eosinophil
1039,barcelone,eosinophil
1040,barcelone,eosinophil
1041,barcelone,eosinophil
1042,barcelone,eosinophil
1043,barcelone,eosinophil
1044,barcelone,eosinophil
1045,barcelone,eosinophil
1046,barcelone,eosinophil
1047,barcelone,eosinophil
1048,barcelone,eosinophil
1049,barcelone,eosinophil
1050,barcelone,eosinophil
1051,barcelone,eosinophil
1052,barcelone,eosinophil
1053,barcelone,eosinophil
1054,barcelone,eosinophil
1055,barcelone,eosinophil
1056,barcelone,eosinophil
1057,barcelone,eosinophil
1058,barcelone,eosinophil
1059,barcelone,eosinophil
1060,barcelone,eosinophil
1061,barcelone,eosinophil
1062,barcelone,eosinophil
1063,barcelone,eosinophil
1064,barcelone,eosinophil
1065,barcelone,eosinophil
1066,barcelone,eosinophil
1067,barcelone,eosinophil
1068,barcelone,eosinophil
1069,barcelone,eosinophil
1070,barcelone,eosinophil
1071,barcelone,eosinophil
1072,barcelone,eosinophil
1073,barcelone,eosinophil
1074,barcelone,eosinophil
1075,barcelone,eosinophil
1076,barcelone,eosinophil
1077,barcelone,eosinophil
1078,barcelone,eosinophil
1079,barcelone,eosinophil
1080,barcelone,eosinophil
1081,barcelone,eosinophil
1082,barcelone,eosinophil
1083,barcelone,eosinophil
1084,barcelone,eosinophil
1085,barcelone,eosinophil
1086,barcelone,eosinophil
1087,barcelone,eosinophil
1088,barcelone,eosinophil
1089,barcelone,eosinophil
1090,barcelone,eosinophil
1091,barcelone,eosinophil
1092,barcelone,eosinophil
1093,barcelone,eosinophil
1094,barcelone,eosinophil
1095,barcelone,eosinophil
1096,barcelone,eosinophil
1097,barcelone,eosinophil
1098,barcelone,eosinophil
1099,barcelone,eosinophil
1100,barcelone,eosinophil
1101,barcelone,eosinophil
1102,barcelone,eosinophil
1103,barcelone,eosinophil
1104,barcelone,eosinophil
1105,barcelone,eosinophil
1106,barcelone,eosinophil
1107,barcelone,eosinophil
1108,barcelone,eosinophil
1109,barcelone,eosinophil
1110,barcelone,eosinophil
1111,barcelone,eosinophil
1112,barcelone,eosinophil
1113,barcelone,eosinophil
1114,barcelone,eosinophil
1115,barcelone,eosinophil
1116,barcelone,eosinophil
1117,barcelone,eosinophil
1118,barcelone,eosinophil
1119,barcelone,eosinophil
1120,barcelone,eosinophil
1121,barcelone,eosinophil
1122,barcelone,eosinophil
1123,barcelone,eosinophil
1124,barcelone,eosinophil
1125,barcelone,eosinophil
1126,barcelone,eosinophil
1127,barcelone,eosinophil
1128,barcelone,eosinophil
1129,barcelone,eosinophil
1130,barcelone,eosinophil
1131,barcelone,eosinophil
1132,barcelone,eosinophil
1133,barcelone,eosinophil
1134,barcelone,eosinophil
1135,barcelone,eosinophil
1136,barcelone,eosinophil
1137,barcelone,eosinophil
1138,barcelone,eosinophil
1139,barcelone,eosinophil
1140,barcelone,eosinophil
1141,barcelone,eosinophil
